bedrooms,bathrooms,square_footage,address,price
3,2,1350,"3328 W Polk Street A Chicago, IL 60624",179900.0
1,1,650,"3638 N Pine Grove Avenue G2 Chicago, IL 60613",179000.0
2,2,672,"2028 W 80th Street Chicago, IL 60620",170000.0
3,1,3750,"10436 S Calumet Avenue Chicago, IL 60628",144999.0
3,1,1040,"1146 E 90th Street Chicago, IL 60619",140000.0
4,1,1000,"433 W 103rd Street Chicago, IL 60628",64900.0
5,3,1758,"1810 S Kildare Avenue Chicago, IL 60623",39900.0
3,2,2080,"3704 W 57th Street Chicago, IL 60629",359999.0
3,1,1060,"841 N Fairfield Avenue Chicago, IL 60622",324900.0
3,2,2585,"1478 S PRAIRIE Avenue E Chicago, IL 60605",859000.0
4,3,3624,"2123 N Austin Avenue Chicago, IL 60639",669900.0
2,2,1605,"1523 N Cleveland Avenue 2S Chicago, IL 60610",599999.0
3,3,1350,"6423 N Seeley Avenue Chicago, IL 60645",499000.0
2,2,1220,"175 E Delaware Place 6021 Chicago, IL 60611",475000.0
3,1,1849,"2130 W Farwell Avenue Chicago, IL 60645",450000.0
4,2,2300,"5023 W Oakdale Avenue Chicago, IL 60641",439000.0
4,1,1042,"7013 W Cornelia Avenue Chicago, IL 60634",369900.0
2,1,1295,"5252 N Leamington Avenue Chicago, IL 60630",340000.0
2,2,1060,"3223 W 98th Street Evergreen Park, IL 60805",300000.0
5,3,2183,"9954 S Wallace Avenue Chicago, IL 60628",299900.0
3,1,1040,"9647 S Lowe Avenue Chicago, IL 60628",170000.0
3,1,1125,"8025 S Loomis Boulevard Chicago, IL 60620",110000.0
3,1,960,"2321 W 81st Place Chicago, IL 60620",219000.0
1,1,900,"2422 W Berwyn Avenue #309 Chicago, IL 60625",163900.0
3,1,1230,"7723 South Honore Street Chicago, IL 60620",130000.0
2,2,1500,"435 W Erie Street 1401 Chicago, IL 60654",570000.0
3,1,1023,"5848 N Virginia Avenue Chicago, IL 60659",486000.0
3,3,1300,"7004 W School Street Chicago, IL 60634",458999.0
4,1,2080,"1700 N Natoma Avenue Chicago, IL 60707",399900.0
4,3,2000,"844 N Laramie Avenue Chicago, IL 60651",390000.0
2,1,1036,"4051 N Marmora Avenue Chicago, IL 60634",369900.0
5,2,2746,"5525 S Throop Street Chicago, IL 60636",237900.0
3,1,1347,"9041 S East End Avenue Chicago, IL 60617",234873.0
1,1,968,"780 S Federal Street 310 Chicago, IL 60605",189000.0
3,2,1438,"7532 S Saint Lawrence Avenue Chicago, IL 60619",175500.0
4,1,969,"9311 S Burnside Avenue Chicago, IL 60619",140000.0
1,1,666,"6700 S South Shore Drive 24C Chicago, IL 60649",65000.0
4,3,2563,"917 W Altgeld Street 1 Chicago, IL 60614",1000000.0
3,3,4000,"2422 W Ohio Street Chicago, IL 60612",965000.0
4,3,1952,"3530 W Van Buren Street Chicago, IL 60624",900000.0
3,3,4200,"5254 W Newport Avenue Chicago, IL 60641",899500.0
2,2,2400,"1000 N Lake Shore Plaza 13A Chicago, IL 60611",850000.0
5,3,2159,"5013 W Dakin Street Chicago, IL 60641",749900.0
2,2,1436,"860 W Blackhawk Street 2106 Chicago, IL 60642",699995.0
2,2,1219,"234 W Polk Street 3303 Chicago, IL 60607",665000.0
3,3,1374,"1718 N Clybourn Avenue 1 Chicago, IL 60614",650000.0
6,3,1974,"3925 N Saint Louis Ave Chicago, IL 60618",619900.0
3,2,2000,"3643 N Monticello Avenue 3N Chicago, IL 60618",599995.0
3,2,1850,"401 E ONTARIO Street 4006 Chicago, IL 60611",580000.0
2,3,1884,"4721 W Warwick Avenue Chicago, IL 60641",565000.0
3,2,1400,"1145 W Newport Avenue U Chicago, IL 60657",539900.0
4,3,2500,"4530 S Woodlawn Avenue 101 Chicago, IL 60653",499000.0
2,2,1100,"1830 W Huron Street 2 Chicago, IL 60622",469000.0
3,2,2200,"5916 N Avondale Avenue Chicago, IL 60631",449900.0
2,2,1300,"1111 S Wabash Avenue 1508 Chicago, IL 60605",420000.0
3,2,1836,"9944 S Prospect Avenue Chicago, IL 60643",399000.0
2,2,1050,"4751 N Artesian Avenue 409 Chicago, IL 60625",390000.0
2,1,1354,"8727 W BRYN MAWR Avenue 501 Chicago, IL 60631",349900.0
3,2,1040,"3249 W 108th Street Chicago, IL 60655",334900.0
3,2,2500,"8515 S Kedvale Avenue Chicago, IL 60652",330000.0
4,2,1996,"5735 S Fairfield Avenue Chicago, IL 60629",329000.0
3,1,1100,"5914 S Meade Avenue Chicago, IL 60638",324900.0
4,3,2138,"4808 S Dorchester Avenue 3N Chicago, IL 60615",320000.0
3,1,1368,"3725 N Pacific Avenue Chicago, IL 60634",299000.0
3,1,1589,"3030 N 77th Avenue Elmwood Park, IL 60707",299000.0
2,2,1707,"803 E 41st Street 3A Chicago, IL 60653",295000.0
2,2,1821,"9230 S Greenwood Avenue Chicago, IL 60619",265000.0
3,1,1080,"2800 E 130th Street Chicago, IL 60633",249900.0
3,1,1130,"11709 S Kedzie Avenue Merrionette Park, IL 60803",210000.0
1,1,650,"1212 N LASALLE Street 806 Chicago, IL 60610",199900.0
3,1,1400,"10711 S Sangamon Street Chicago, IL 60643",184999.0
1,1,740,"1358 W Estes Avenue 1S Chicago, IL 60626",175000.0
2,1,1000,"5584 S Archer Avenue 3C Chicago, IL 60638",130000.0
2,1,1106,"10718 S Rhodes Avenue Chicago, IL 60628",89000.0
3,2,1400,"910 N Lake Shore Drive , 1620 Chicago, IL 60611",649000.0
2,2,1100,"1529 S State Street , 18B Chicago, IL 60605",349000.0
3,1,998,"4605 W 84th Place Chicago, IL 60652",285000.0
1,1,800,"720 W Gordon Terrace , 12A Chicago, IL 60613",195000.0
1,1,600,"4240 N Clarendon Avenue , 200S Chicago, IL 60613",189000.0
3,3,3568,"Chicago, IL 60660",995000.0
2,3,2202,"1016 W Madison Street 5N Chicago, IL 60607",899000.0
3,2,2600,"1436 S Prairie Avenue I Chicago, IL 60605",850000.0
3,2,2800,"3800 N Lake Shore Drive 5B Chicago, IL 60613",749000.0
3,3,2241,"6923 N Chicora Avenue Chicago, IL 60646",699900.0
4,4,3000,"5841 N MEDINA Avenue Chicago, IL 60646",695000.0
3,2,1100,"1924 W DIVERSEY Parkway 3E Chicago, IL 60614",589000.0
2,2,1325,"757 N Orleans Street 2106 Chicago, IL 60654",580000.0
5,3,2806,"2054 N Nordica Avenue Chicago, IL 60707",565000.0
5,3,2348,"3016 N Troy Street Chicago, IL 60618",450000.0
2,2,1300,"1530 S State Street 17R Chicago, IL 60605",420000.0
3,2,2000,"6809 N LAKEWOOD Avenue 2N Chicago, IL 60626",400000.0
2,2,1200,"4606 N Malden Street GS Chicago, IL 60640",399900.0
3,2,2100,"5049 N Ashland Avenue Chicago, IL 60640",399900.0
3,2,1700,"11756 S Leamington Avenue Alsip, IL 60803",399000.0
1,1,1026,"1301 W Washington Boulevard 604 Chicago, IL 60607",385000.0
2,2,2160,"3813 W 78th Street Chicago, IL 60652",384900.0
2,1,1200,"360 W Illinois Street 424 Chicago, IL 60654",380000.0
2,2,883,"4886 N Austin Avenue Chicago, IL 60630",375000.0
2,2,1200,"3801 N Kedzie Avenue 1S Chicago, IL 60618",355000.0
4,3,1898,"3836 W 115th Place Alsip, IL 60803",355000.0
4,2,2147,"13053 S Mcdaniel Court Alsip, IL 60803",335000.0
3,2,2016,"3427 W Polk Street Chicago, IL 60624",325000.0
2,2,1197,"7835 S Laflin Street Chicago, IL 60620",319900.0
1,1,953,"225 W Huron Street 505 Chicago, IL 60654",314900.0
2,1,750,"538 W Belmont Street NG Chicago, IL 60657",310000.0
2,1,1128,"833 W 15th Place 315 Chicago, IL 60608",300000.0
2,2,1100,"4447 W Sunnyside Avenue 1 Chicago, IL 60630",299000.0
4,3,2200,"8636 S Aberdeen Street Chicago, IL 60620",294900.0
4,2,1120,"11518 S Aberdeen Street Chicago, IL 60643",289000.0
4,3,2880,"8030 S Morgan Street Chicago, IL 60620",279999.0
4,1,3125,"5130 S Christiana Avenue Chicago, IL 60632",279700.0
2,3,1128,"8429 S dante Avenue Chicago, IL 60619",275000.0
4,1,1214,"5425 W Kamerling Avenue Chicago, IL 60651",270000.0
3,2,1350,"4714 S Evans Avenue 3N Chicago, IL 60615",268000.0
1,1,900,"405 N WABASH Avenue 2314 Chicago, IL 60611",250000.0
3,2,1954,"9023 S Dobson Avenue Chicago, IL 60619",249900.0
2,2,2600,"12804 S Paulina Street Calumet Park, IL 60827",239900.0
3,2,1104,"315 E 87th Street Chicago, IL 60619",235000.0
1,1,800,"1211 W Morse Avenue 2 Chicago, IL 60626",220000.0
2,2,1020,"9760 S Dobson Avenue Chicago, IL 60628",220000.0
3,2,1144,"7826 S Christiana Avenue Chicago, IL 60652",212000.0
2,2,1000,"5635 S California Avenue Chicago, IL 60629",200000.0
2,1,1100,"7229 W Higgins Avenue 505 Chicago, IL 60656",160000.0
2,1,1078,"14322 S Wentworth Avenue Riverdale, IL 60827",158995.0
2,1,600,"6345 N Washtenaw Avenue GW Chicago, IL 60659",139999.0
3,1,1445,"8351 S Marshfield Avenue Chicago, IL 60620",129000.0
6,2,2217,"10145 S Lafayette Avenue Chicago, IL 60628",104999.0
2,1,900,"2032 E 72nd Place 2E Chicago, IL 60649",104500.0
2,1,1039,"8852 S Wallace Street Chicago, IL 60620",94000.0
5,2,1470,"10918 S Wabash Avenue Chicago, IL 60628",75000.0
2,2,1000,"5635 S California Ave Chicago, IL 60629",200000.0
3,1,1088,"12917 S Marquette Avenue Chicago, IL 60633",199900.0
3,3,3000,"1329 N Dearborn Street 1 Chicago, IL 60610",995000.0
3,3,3000,"1622 N Spaulding Avenue Chicago, IL 60647",949500.0
3,3,2035,"1242 N Lake Shore Drive 4N Chicago, IL 60610",925000.0
4,3,2200,"2405 W Iowa Street 405 Chicago, IL 60622",899000.0
3,2,1980,"2703 N Halsted Street 2 Chicago, IL 60614",875000.0
3,2,1766,"1260 W WASHINGTON Boulevard 404 Chicago, IL 60607",855000.0
4,3,2240,"4232 W BELMONT Avenue 6 Chicago, IL 60641",829000.0
2,2,1744,"530 N Lake Shore Drive 2101 Chicago, IL 60611",749900.0
3,3,1950,"4232 W BELMONT Avenue 5 Chicago, IL 60641",729000.0
3,3,1950,"4232 W BELMONT Avenue 2 Chicago, IL 60641",729000.0
4,3,2539,"2019 N WHIPPLE Street 1 Chicago, IL 60647",700000.0
2,2,1600,"3539 N Southport Avenue 2N Chicago, IL 60657",675000.0
2,2,1550,"1500 N LASALLE Drive 2A Chicago, IL 60610",650000.0
2,2,1810,"8025 W Giddings Street Norridge, IL 60706",619000.0
2,2,1375,"632 W Buckingham Place 2E Chicago, IL 60657",539900.0
2,2,1250,"343 W OLD TOWN Court 604 Chicago, IL 60610",525000.0
2,1,1316,"333 N Canal Street 1403 Chicago, IL 60606",525000.0
6,3,3701,"12557 S Mason Avenue Alsip, IL 60803",515000.0
1,1,1641,"407 N Elizabeth Street 209 Chicago, IL 60642",499995.0
2,2,1040,"3904 W Eddy Street Chicago, IL 60618",499900.0
3,2,2400,"3759 N Pioneer Avenue Chicago, IL 60634",489900.0
2,2,1256,"900 N Kingsbury Street 1025 Chicago, IL 60610",467000.0
2,2,1250,"1250 N DEARBORN Street 5B Chicago, IL 60610",445000.0
2,2,1260,"5431 W Wilson Avenue Chicago, IL 60630",399900.0
3,2,1400,"3502 W 58th Place Chicago, IL 60629",389900.0
2,2,1250,"701 S Wells Street 1204 Chicago, IL 60607",385000.0
2,2,1250,"1720 S Michigan Avenue 308 Chicago, IL 60616",385000.0
2,2,1411,"2310 S Canal Street 401 Chicago, IL 60616",375000.0
2,2,1032,"1071 W 15th Street 352 Chicago, IL 60608",339900.0
5,3,1565,"7540 S Winchester Avenue Chicago, IL 60620",334900.0
1,1,950,"2300 N Southport Avenue 3C Chicago, IL 60614",330000.0
2,1,1000,"3039 N Troy Street 2E Chicago, IL 60618",315000.0
2,2,1150,"1524 S Sangamon Street 512-S Chicago, IL 60608",299900.0
2,1,1011,"1405 S Central Avenue Cicero, IL 60804",294900.0
2,1,950,"1224 W Van Buren Street 317 Chicago, IL 60607",290000.0
1,1,850,"260 E CHESTNUT Street 2107 Chicago, IL 60611",275000.0
3,1,1157,"3644 W 82nd Street Chicago, IL 60652",260000.0
5,3,2400,"8307 S Morgan Street Chicago, IL 60620",259900.0
2,1,750,"3215 N Francisco Avenue 3S Chicago, IL 60618",250000.0
6,2,2200,"12155 S Normal Avenue Chicago, IL 60628",249998.0
4,2,2190,"7140 S Peoria Street Chicago, IL 60621",249000.0
1,1,813,"3600 N LAKE SHORE Drive 1518 Chicago, IL 60613",220000.0
1,1,900,"40 E 9th Street 1103 Chicago, IL 60605",215000.0
1,1,700,"40 E 9th Street 911 Chicago, IL 60605",209900.0
5,2,1500,"8913 S Lowe Avenue Chicago, IL 60620",200000.0
2,2,950,"2811 W WASHINGTON Boulevard 301 Chicago, IL 60612",199999.0
3,2,2748,"1831 S Avers Avenue Chicago, IL 60623",199900.0
4,1,1500,"8322 S Marquette Avenue Chicago, IL 60617",187000.0
2,1,960,"11438 S Maplewood Avenue Chicago, IL 60655",174900.0
2,1,931,"2552 E 96th Street Chicago, IL 60617",150000.0
3,2,1600,"8223 S Merrill Avenue Chicago, IL 60617",130000.0
4,1,1298,"9021 S Exchange Avenue Chicago, IL 60617",125000.0
2,2,1800,"6335 N Magnolia Avenue G Chicago, IL 60660",124500.0
2,1,700,"8121 S King Drive E3 Chicago, IL 60619",100000.0
3,1,1170,"32 W 104th Street Chicago, IL 60628",38300.0
3,1,804,"8421 S Escanaba Avenue Chicago, IL 60617",35000.0
2,1,1000,"7911 S ELLIS Avenue 2 Chicago, IL 60619",24500.0
1,1,1100,"345 N Canal Street , 404 Chicago, IL 60606",365000.0
3,1,1124,"6220 S Mcvicker Avenue Chicago, IL 60638",324900.0
1,1,1200,"7344 N Ridge Boulevard , 5C Chicago, IL 60645",154900.0
3,2,1550,"211 N Harbor Drive 1609 Chicago, IL 60601",1025000.0
4,3,3000,"2307 W Foster Avenue 1 Chicago, IL 60625",997000.0
3,2,1627,"1548 W Ardmore Avenue 2E Chicago, IL 60660",825000.0
4,3,2400,"1036 W 20th Place Chicago, IL 60608",785000.0
3,2,1900,"2237 W Race Avenue 2 Chicago, IL 60612",725000.0
3,3,2741,"3315 S Lowe Avenue Chicago, IL 60616",695000.0
5,3,2500,"5531 N Campbell Avenue 1A Chicago, IL 60625",675000.0
2,2,1470,"1555 N ASTOR Street 11SE Chicago, IL 60610",649999.0
3,2,1260,"1719 N Western Avenue 4 Chicago, IL 60647",625000.0
3,2,1800,"953 W Montana Street 1 Chicago, IL 60614",625000.0
3,2,2200,"124 W Polk Street 100 Chicago, IL 60605",625000.0
3,2,1800,"5830 N Lincoln Avenue 3E Chicago, IL 60659",600000.0
4,3,2550,"942 N Harding Avenue Chicago, IL 60651",599900.0
4,3,3810,"932 N Monticello Avenue Chicago, IL 60651",599900.0
4,3,2407,"5605 S NORDICA Avenue Chicago, IL 60638",599000.0
3,3,3000,"3920 N Lake Shore Drive 3S Chicago, IL 60613",595000.0
3,2,1600,"1455 W Thomas Street 2E Chicago, IL 60642",589000.0
3,2,1800,"5824 N Lincoln Avenue 3N Chicago, IL 60659",555000.0
2,3,1888,"6505 S WOODLAWN Avenue Chicago, IL 60637",525000.0
2,2,1250,"1325 W George Street 1 Chicago, IL 60657",515000.0
4,3,2646,"6442 S INGLESIDE Avenue Chicago, IL 60637",514900.0
2,1,1200,"73 E Elm Street 11D Chicago, IL 60611",475000.0
2,2,1241,"630 N State Street 1406 Chicago, IL 60654",469000.0
4,2,1684,"9427 S Charles Street Chicago, IL 60643",449999.0
2,2,1250,"1250 N Dearborn Street 8B Chicago, IL 60610",445000.0
5,3,1592,"4518 N Merrimac Avenue Chicago, IL 60630",425000.0
2,2,1600,"1968 W FOSTER Avenue D Chicago, IL 60640",425000.0
4,2,1500,"6505 N Nordica Avenue Chicago, IL 60631",405000.0
2,2,1210,"2628 S Union Avenue Chicago, IL 60616",389900.0
3,2,2150,"4725 S Laporte Avenue Chicago, IL 60638",378000.0
5,2,1658,"2701 97th Street Evergreen Park, IL 60805",374900.0
3,2,1009,"4548 S Laporte Avenue Chicago, IL 60638",369900.0
3,2,2300,"10847 S Eggleston Avenue Chicago, IL 60628",364500.0
5,3,1926,"642 E 90th Street Chicago, IL 60619",340000.0
2,1,1200,"2675 W Grand Avenue 302 Chicago, IL 60612",339900.0
4,2,840,"3750 S Rockwell Street Chicago, IL 60632",330000.0
2,1,991,"7817 W Balmoral Avenue Chicago, IL 60656",299999.0
4,1,1278,"5519 S Nashville Avenue Chicago, IL 60638",299900.0
4,2,1700,"7535 S Aberdeen Street Chicago, IL 60620",299900.0
3,2,1698,"5815 W Fulton Street Chicago, IL 60644",299000.0
3,1,1971,"9241 S Richmond Avenue Evergreen Park, IL 60805",299000.0
3,1,1389,"3314 S 58th Avenue Cicero, IL 60804",289000.0
3,2,1536,"10346 S King Drive Chicago, IL 60628",284900.0
3,3,1650,"7520 S Aberdeen Street Chicago, IL 60620",279900.0
4,2,2000,"7516 S Lafayette Avenue Chicago, IL 60620",234000.0
4,3,1500,"8822 S Ada Street Chicago, IL 60620",225000.0
2,1,900,"2338 W Granville Avenue 2 Chicago, IL 60659",195000.0
2,1,850,"5657 N Spaulding Avenue 1A Chicago, IL 60659",150000.0
3,2,1656,"14411 S Parnell Avenue Riverdale, IL 60827",134900.0
3,1,1200,"12806 S LAFLIN Street Calumet Park, IL 60827",125000.0
4,2,1584,"8112 S Escanaba Avenue Chicago, IL 60617",115000.0
3,1,924,"2231 S Drake Avenue Chicago, IL 60623",75000.0
2,2,1225,"222 N Columbus Drive , 2808 Chicago, IL 60601",439900.0
2,2,1242,"3459 N Narragansett Avenue Chicago, IL 60634",374900.0
3,1,1287,"3907 W Marquette Road Chicago, IL 60629",285000.0
2,2,1505,"118 E Erie Street 18B Chicago, IL 60611",850000.0
3,3,2450,"4906 N Winchester Avenue Chicago, IL 60640",849900.0
2,2,1820,"161 E Chicago Avenue 38C Chicago, IL 60611",715000.0
3,3,2400,"4637 S Michigan Avenue Chicago, IL 60653",599000.0
4,4,3800,"1716 W Beverly Glen Parkway Chicago, IL 60643",575000.0
3,2,3160,"5107 N Sayre Avenue Chicago, IL 60656",499900.0
4,2,2580,"548 E 50th Street 1 Chicago, IL 60615",404999.0
3,3,2400,"1028 N Lavergne Avenue Chicago, IL 60651",399999.0
2,2,1646,"6007 N Sheridan Road 11K Chicago, IL 60660",395000.0
1,1,965,"512 N Mcclurg Court 5505 Chicago, IL 60611",360000.0
3,2,1650,"8051 S Paxton Avenue Chicago, IL 60617",314900.0
3,2,1535,"2448 N Major Avenue Chicago, IL 60639",299000.0
3,3,2475,"523 E 89th Place Chicago, IL 60619",295700.0
3,3,1800,"1755 E 55th Street 1201 Chicago, IL 60615",289500.0
3,3,1738,"8621 S Dante Avenue Chicago, IL 60619",285000.0
3,2,1125,"9117 S Clifton Park Avenue Evergreen Park, IL 60805",279900.0
3,1,1141,"7249 S Albany Avenue Chicago, IL 60629",275000.0
2,1,900,"7641 N EASTLAKE Terrace 1B Chicago, IL 60626",273000.0
3,2,1291,"1011 W 103rd Place Chicago, IL 60643",249999.0
1,1,1200,"3520 N Lake Shore Drive 9E Chicago, IL 60657",248000.0
2,1,1400,"2060 W Fargo Avenue 3 Chicago, IL 60645",239900.0
1,1,800,"1525 S Sangamon Street 514 Chicago, IL 60608",235000.0
1,1,806,"811 S LYTLE Street 514 Chicago, IL 60607",225000.0
3,2,1870,"6833 N Kedzie Avenue 1101 Chicago, IL 60645",225000.0
2,1,1100,"2016 N Harlem Avenue 7W Elmwood Park, IL 60707",214999.0
2,2,726,"1041 W 104th Place Chicago, IL 60643",210000.0
3,1,1133,"545 E 86th Street Chicago, IL 60619",175000.0
1,1,550,"4250 N Marine Drive 832 Chicago, IL 60613",155000.0
1,1,630,"4950 N Marine Drive 1402 Chicago, IL 60640",150000.0
3,1,1152,"614 E Marquette Road Chicago, IL 60637",150000.0
1,1,1050,"1765 E 55th Street J2 Chicago, IL 60615",139500.0
3,1,1296,"7845 S Yates Boulevard Chicago, IL 60649",139000.0
2,1,892,"10104 S Prairie Avenue Chicago, IL 60628",90000.0
1,1,700,"6700 S South Shore Drive 2E Chicago, IL 60649",89900.0
4,1,1128,"8228 S Saint Lawrence Avenue Chicago, IL 60619",83200.0
3,1,1305,"1205 E 93rd Street Chicago, IL 60619",70000.0
4,2,3055,"2832 N Riverwalk Drive Chicago, IL 60618",995000.0
1,1,700,"611 W Patterson Avenue 317 Chicago, IL 60613",238900.0
2,2,1600,"13228 S Rhodes Avenue Chicago, IL 60827",208000.0
2,1,1160,"7721 S Coles Avenue G Chicago, IL 60649",85000.0
4,2,1440,"11541 S LAFAYETTE Avenue Chicago, IL 60628",49900.0
4,3,3944,"4347 N Richmond Avenue 1N Chicago, IL 60618",899000.0
3,3,3300,"11237 S Albany Avenue Chicago, IL 60655",715000.0
3,3,1800,"1715 W 91st Place Chicago, IL 60620",344900.0
4,1,1912,"5338 W Kinzie Street Chicago, IL 60644",147700.0
4,1,1300,"221 W 108TH Place Chicago, IL 60628",59900.0
2,2,1384,"211 N Harbor Drive 2306 Chicago, IL 60601",1095000.0
4,2,2538,"3837 N Alta Vista Terrace Chicago, IL 60613",1049000.0
3,3,2234,"420 W Elm Street 0 Chicago, IL 60610",799900.0
3,4,3536,"6575 N Caldwell Avenue Chicago, IL 60646",674900.0
4,3,3300,"4718 W Addison Street Chicago, IL 60641",599000.0
3,2,1750,"4710 N Beacon Street 2S Chicago, IL 60640",579000.0
2,3,2200,"1240 N Lake shore Drive 14A Chicago, IL 60610",579000.0
2,2,1300,"3438 N Ashland Avenue 2N Chicago, IL 60657",539900.0
3,2,1704,"5133 N KENMORE Avenue 2N Chicago, IL 60640",525000.0
4,4,3678,"9222 S Cregier Avenue Chicago, IL 60617",499900.0
2,1,1400,"2726 N PINE GROVE Avenue 1N Chicago, IL 60614",469000.0
5,3,2571,"4517 N Austin Avenue Chicago, IL 60630",460000.0
4,2,1650,"4533 N McVicker Avenue Chicago, IL 60630",459000.0
4,2,1500,"4942 N Kentucky Avenue Chicago, IL 60630",449999.0
2,2,1225,"300 N State Street 5620 Chicago, IL 60654",449900.0
2,2,2120,"8242 S Albany Avenue Chicago, IL 60652",379500.0
3,2,1563,"5121 S Laramie Avenue Chicago, IL 60638",325000.0
2,1,906,"1459 W Leland Avenue 3 Chicago, IL 60640",324000.0
3,2,2090,"8805 S Union Avenue Chicago, IL 60620",275000.0
3,1,1208,"8844 S Francisco Avenue Evergreen Park, IL 60805",245000.0
3,2,1545,"11706 S Watkins Avenue Chicago, IL 60643",245000.0
4,1,1650,"11578 S Perry Avenue Chicago, IL 60628",212000.0
3,1,1000,"238 W 31st Street 4W Chicago, IL 60616",209500.0
4,2,1284,"8207 S Marquette Avenue Chicago, IL 60617",190000.0
5,2,1672,"11548 S State Street Chicago, IL 60628",189000.0
3,1,1248,"5016 W 23RD Street Cicero, IL 60804",186900.0
1,1,675,"6400 N Sacramento Avenue 205 Chicago, IL 60645",159900.0
2,1,1282,"7741 S Clyde Avenue Chicago, IL 60649",159900.0
4,1,1624,"7335 S Morgan Street Chicago, IL 60621",135000.0
2,1,500,"11345 S Ada Street Chicago, IL 60643",120000.0
1,1,800,"2025 W Granville Avenue 307 Chicago, IL 60659",120000.0
4,1,1253,"12416 S Carpenter Street Calumet Park, IL 60827",119900.0
3,1,1328,"8017 S Escanaba Avenue Chicago, IL 60617",115000.0
3,1,1020,"7327 S Kenwood Avenue Chicago, IL 60619",75000.0
4,2,1530,"54 E 137th Place Riverdale, IL 60827",39900.0
3,2,2340,"1243 N Cleaver Street 1 Chicago, IL 60642",899900.0
3,3,2925,"2903 S Hillock Avenue Chicago, IL 60608",785000.0
4,3,3500,"1015 E 43rd Street Chicago, IL 60653",765000.0
3,2,1800,"1134 W Fullerton Avenue 1 Chicago, IL 60614",699900.0
3,2,1900,"333 S Desplaines Street 607 Chicago, IL 60661",674900.0
4,3,3100,"5423 W Roscoe Street Chicago, IL 60641",674900.0
3,2,1600,"860 N LAKE SHORE Drive 8L Chicago, IL 60611",624900.0
2,2,1500,"3844 N Ashland Avenue 21 Chicago, IL 60613",565000.0
4,1,1780,"4425 N Sacramento Avenue Chicago, IL 60625",550000.0
2,2,1300,"647 W Melrose Street 5 Chicago, IL 60657",499000.0
1,1,1172,"25 E Superior Street 904 Chicago, IL 60611",489000.0
3,2,1200,"6753 N Hermitage Avenue 3B Chicago, IL 60626",485000.0
3,3,2704,"4619 N Lawndale Avenue 1 Chicago, IL 60625",485000.0
3,2,1350,"6755 N Hermitage Avenue 1 Chicago, IL 60626",475000.0
2,2,1200,"835 W Buckingham Place 2 Chicago, IL 60657",449900.0
4,3,2200,"2626 N 78th Avenue Elmwood Park, IL 60707",449900.0
2,2,1100,"645 N KINGSBURY Street 2109 Chicago, IL 60654",449000.0
3,2,1576,"5245 N Rutherford Avenue Chicago, IL 60656",439900.0
3,3,2320,"2515 W Harrison Street 1 Chicago, IL 60612",435000.0
3,2,1107,"4748 N Newland Avenue Harwood Heights, IL 60706",434950.0
2,2,1077,"651 W Sheridan Road 7B Chicago, IL 60613",420000.0
1,1,1370,"720 S Dearborn Street 1104 Chicago, IL 60605",420000.0
5,2,1800,"1971 W 97th Street Chicago, IL 60643",409000.0
6,2,1365,"5128 W FLETCHER Street Chicago, IL 60641",399000.0
5,4,2255,"6122 W 59th Street Chicago, IL 60638",393500.0
2,1,800,"6755 N Hermitage Avenue 2 Chicago, IL 60626",385000.0
2,2,1100,"1464 S Michigan Avenue 1404 Chicago, IL 60605",385000.0
2,2,1200,"1321 W Fargo Avenue 2E Chicago, IL 60626",375000.0
4,2,2550,"8423 S Carpenter Street Chicago, IL 60620",374500.0
3,2,1324,"9310 S Claremont Avenue Chicago, IL 60643",369900.0
3,3,1300,"9156 S Colfax Avenue Chicago, IL 60617",359900.0
1,1,725,"300 N STATE Street 4911 Chicago, IL 60654",340000.0
2,2,1339,"5360 N Lowell Avenue 502 Chicago, IL 60630",340000.0
3,1,1053,"5205 S Hamlin Avenue Chicago, IL 60632",320000.0
3,3,2500,"1523 E 85th Street Chicago, IL 60619",315000.0
3,2,1080,"10046 S Indiana Avenue Chicago, IL 60628",299999.0
2,2,1250,"6150 N Kenmore Avenue 15B Chicago, IL 60660",289900.0
4,2,2094,"12136 S Wentworth Avenue Chicago, IL 60628",289900.0
3,2,1242,"13041 S Muskegon Avenue Chicago, IL 60633",289000.0
3,2,1338,"4145 S Wabash Avenue 1N Chicago, IL 60653",280000.0
1,1,750,"653 N Kingsbury Street 2008 Chicago, IL 60654",275000.0
2,2,1200,"5415 N SHERIDAN Road 711 Chicago, IL 60640",264900.0
3,1,1328,"2612 W 89TH Place Evergreen Park, IL 60805",264000.0
2,2,1200,"1930 N Harlem Avenue 402 Elmwood Park, IL 60707",246900.0
3,2,1036,"1937 W Granville Avenue 1A-G Chicago, IL 60660",233000.0
2,2,1100,"7616 W Lawrence Avenue 3A Harwood Heights, IL 60706",223500.0
2,1,912,"4804 S Lamon Avenue Chicago, IL 60638",215000.0
2,2,1000,"1401 E 55th Street 602N Chicago, IL 60615",209000.0
1,1,990,"5455 N Sheridan Road 1015 Chicago, IL 60640",179900.0
3,2,1200,"8351 S Cregier Avenue Chicago, IL 60617",175000.0
3,1,1000,"905 N Harding Avenue Chicago, IL 60651",170000.0
3,1,1798,"8325 S Cregier Avenue Chicago, IL 60617",129900.0
3,1,1523,"Chicago, IL 60620",120000.0
3,2,2400,"2209 W Belmont Avenue 3 Chicago, IL 60618",975000.0
